ano,municipio,cultura,area_plantada_ha,precipitacao_mm,temp_media_c,rendimento_kg_ha,producao_t
2005,Guaraciaba,Milho,3081,1857.6,20.6,5056.2,15578.14
2005,Guaraciaba,Milho,4188,1529.0,21.6,5394.5,22592.13
2005,Guaraciaba,Trigo,810,2853.9,18.7,2691.6,2180.21
2005,Guaraciaba,Trigo,949,1434.2,20.5,2476.6,2350.33
2005,Guaraciaba,Trigo,3316,1819.7,25.2,2695.1,8937.03
2005,Guaraciaba,Trigo,3172,1958.8,19.6,2580.7,8186.13
2005,Guaraciaba,Trigo,5574,2557.3,29.1,2492.7,13894.05
2005,Guaraciaba,Trigo,2018,1670.8,27.9,2567.3,5180.86
2005,Guaraciaba,Arroz,7290,1781.3,19.3,5944.9,43338.37
2005,Guaraciaba,Arroz,4252,2688.1,24.6,5465.3,23238.3
2005,Guaraciaba,Arroz,4770,1880.2,22.1,6264.1,29879.79
2005,Guaraciaba,Arroz,575,1831.1,17.5,6325.2,3637.0
2005,Guaraciaba,Arroz,3337,1686.2,22.4,6270.2,20923.76
2005,Guaraciaba,Arroz,6556,2012.0,19.1,5873.5,38506.89
2005,Guaraciaba,Feijão,7723,1273.6,17.0,1220.6,9426.9
2005,Guaraciaba,Feijão,2125,1580.1,20.1,1279.8,2719.54
2005,Guaraciaba,Feijão,7005,1483.9,18.4,1099.8,7703.88
2005,Guaraciaba,Feijão,282,1624.0,19.4,1363.9,384.63
2005,Guaraciaba,Feijão,4256,1980.7,26.9,1415.0,6022.43
2005,Guaraciaba,Feijão,7771,2693.8,19.4,1060.2,8238.56
2005,Guaraciaba,Mandioca,5451,1163.2,23.8,12031.8,65585.37
2005,Guaraciaba,Mandioca,3498,1790.3,20.9,13759.3,48130.03
2005,Guaraciaba,Mandioca,1783,1707.2,15.2,14407.5,25688.57
2005,Guaraciaba,Mandioca,6016,1865.3,20.3,14557.6,87578.72
2005,Guaraciaba,Mandioca,2601,2167.1,23.7,14088.9,36645.31
2005,Guaraciaba,Mandioca,7243,2602.4,24.8,13061.6,94605.0
2005,Guaraciaba,Cana-de-açúcar,6519,2088.3,19.6,83153.8,542079.58
2005,Guaraciaba,Cana-de-açúcar,4799,1919.7,23.9,67426.2,323578.27
2005,Guaraciaba,Cana-de-açúcar,4284,1710.9,23.4,67144.6,287647.26
2005,Guaraciaba,Cana-de-açúcar,2089,2358.8,20.2,78218.2,163397.88
2005,Guaraciaba,Cana-de-açúcar,5782,2875.4,20.2,73708.2,426181.06
2005,Guaraciaba,Cana-de-açúcar,1654,1871.8,23.1,72225.1,119460.4
2005,Guaraciaba,Café,5306,1571.2,18.3,1632.2,8660.61
2005,Guaraciaba,Café,3693,1958.9,21.6,1760.0,6499.56
2005,Guaraciaba,Café,922,2143.3,23.9,1599.4,1474.66
2005,Guaraciaba,Café,2948,2006.4,22.9,1942.1,5725.35
2005,Guaraciaba,Café,4277,2169.1,16.9,1474.4,6305.89
2005,Guaraciaba,Café,4761,2658.2,20.0,1273.6,6063.43
2005,Guaraciaba,Algodão,6615,753.1,26.5,3133.0,20725.01
2005,Guaraciaba,Algodão,3104,2248.6,24.5,3270.1,10150.34
2005,Guaraciaba,Algodão,3737,1908.9,17.4,3363.9,12570.93
2005,Guaraciaba,Algodão,1252,1455.8,19.4,3726.0,4664.97
2005,Guaraciaba,Algodão,7232,1794.3,25.2,4003.0,28949.36
2005,Guaraciaba,Algodão,2254,2512.4,20.6,3569.7,8046.13
2005,Guaraciaba,Girassol,7190,1576.4,23.2,1982.4,14253.63
2005,Guaraciaba,Girassol,4662,1390.9,21.0,1960.7,9140.91
2005,Guaraciaba,Girassol,2903,789.8,24.0,1947.4,5653.2
2005,Guaraciaba,Girassol,6208,1379.9,20.7,1893.6,11755.41
2005,Guaraciaba,Girassol,6240,2436.4,20.6,1794.4,11197.32
2005,Guaraciaba,Girassol,2005,1739.2,17.1,1847.1,3703.5
2005,Anchieta,Soja,2166,1270.0,20.0,2763.5,5985.82
2005,Anchieta,Soja,412,1527.7,22.8,2979.7,1227.63
2005,Anchieta,Soja,3055,1679.0,20.7,3351.0,10237.17
2005,Anchieta,Soja,7197,2504.1,27.3,3053.7,21977.61
2005,Anchieta,Soja,2985,1528.8,25.9,2971.3,8869.27
2005,Anchieta,Soja,6613,1577.1,22.2,3455.1,22848.36
2005,Anchieta,Milho,5081,1087.5,26.2,4910.4,24949.72
2005,Anchieta,Milho,6506,2097.3,24.6,4570.3,29734.59
2005,Anchieta,Milho,2172,1770.5,24.4,5685.2,12348.32
2005,Anchieta,Milho,6833,1782.7,21.2,4972.4,33976.24
2005,Anchieta,Milho,5348,2012.3,17.4,5629.1,30104.55
2005,Anchieta,Milho,5148,1485.8,18.9,5485.1,28237.53
2005,Anchieta,Trigo,5253,2824.5,17.1,2391.3,12561.26
2005,Anchieta,Trigo,5529,2308.3,29.7,2412.7,13339.6
2005,Anchieta,Trigo,3262,1186.8,16.3,2350.7,7668.08
2005,Anchieta,Trigo,2767,2308.0,29.7,2217.2,6134.89
2005,Anchieta,Trigo,2115,2268.0,19.0,2986.2,6315.71
2005,Anchieta,Trigo,5282,2677.4,25.7,2101.5,11100.05
2005,Anchieta,Arroz,4976,1665.6,19.9,5930.7,29511.4
2005,Anchieta,Arroz,4923,1717.2,24.5,5414.3,26654.42
2005,Anchieta,Arroz,3501,2350.0,15.5,5356.8,18754.19
2005,Anchieta,Arroz,5936,1519.2,20.4,6050.9,35918.12
2005,Anchieta,Arroz,7826,2572.5,23.3,6210.5,48603.41
2005,Anchieta,Arroz,4033,1989.1,26.9,5417.3,21847.93
2005,Anchieta,Feijão,6662,1038.0,19.3,1235.7,8232.48
2005,Anchieta,Feijão,7890,1477.8,23.0,1272.6,10040.88
2005,Anchieta,Feijão,6893,2037.3,22.8,1278.3,8811.23
2005,Anchieta,Feijão,7216,2312.6,25.9,1075.9,7763.76
2005,Anchieta,Feijão,4541,1586.0,25.0,1283.4,5827.91
2005,Anchieta,Feijão,5222,2363.2,22.6,1328.3,6936.53
2005,Anchieta,Mandioca,2951,1640.2,22.8,14172.0,41821.52
2005,Anchieta,Mandioca,7944,1817.3,21.0,15091.1,119883.62
2005,Anchieta,Mandioca,3236,2565.6,22.3,13132.2,42495.69
2005,Anchieta,Mandioca,7418,2529.3,22.5,13645.2,101219.92
2005,Anchieta,Mandioca,2101,2296.4,25.5,13856.4,29112.2
2005,Anchieta,Mandioca,2139,2390.4,17.1,14144.8,30255.83
2005,Anchieta,Cana-de-açúcar,7234,1769.0,14.3,72195.4,522261.35
2005,Anchieta,Cana-de-açúcar,391,1941.4,22.8,79359.9,31029.71
2005,Anchieta,Cana-de-açúcar,6461,1755.5,28.9,80085.4,517431.73
2005,Anchieta,Cana-de-açúcar,3078,1915.7,23.2,64267.0,197813.97
2005,Anchieta,Cana-de-açúcar,5745,1967.2,21.6,73933.2,424746.45
2005,Anchieta,Cana-de-açúcar,6869,2343.4,19.1,79503.1,546106.57
2005,Anchieta,Café,1300,1742.5,23.7,1537.8,1999.18
2005,Anchieta,Café,800,1744.2,23.8,1558.2,1246.56
2005,Anchieta,Café,7708,1968.6,18.9,1418.8,10936.43
2005,Anchieta,Café,2393,1642.1,21.9,1948.1,4661.8
2005,Anchieta,Café,988,1374.9,28.9,1558.4,1539.67
2005,Anchieta,Café,7010,1532.5,18.0,1570.2,11006.8
2005,Anchieta,Algodão,1391,2378.0,24.1,3984.2,5542.01
2005,Anchieta,Algodão,5369,2415.6,21.8,3440.1,18469.92
2005,Anchieta,Algodão,3776,1672.5,22.4,3880.8,14654.01
2005,Anchieta,Algodão,5185,1852.1,24.5,3933.2,20393.48
2005,Anchieta,Algodão,3903,1960.9,20.2,3851.8,15033.76
2005,Anchieta,Algodão,876,1730.7,21.9,4142.1,3628.46
2005,Anchieta,Girassol,5135,1769.9,20.0,2185.7,11223.69
2005,Anchieta,Girassol,7743,1953.0,17.8,1874.3,14512.9
2005,Anchieta,Girassol,6381,2258.5,21.8,1576.6,10060.23
2005,Anchieta,Girassol,7176,2384.2,21.4,1781.6,12784.52
2005,Anchieta,Girassol,6690,2719.1,23.5,1736.7,11618.67
2005,Anchieta,Girassol,542,2571.1,18.0,1735.8,940.8
2005,Belmonte,Soja,360,1915.3,21.9,3396.0,1222.56
2005,Belmonte,Soja,6060,1722.6,20.4,3505.4,21242.7
2005,Belmonte,Soja,294,2969.0,20.0,2805.3,824.75
2005,Belmonte,Soja,7119,1115.4,17.0,2604.1,18538.35
2005,Belmonte,Soja,4534,962.4,21.1,3149.1,14278.15
2005,Belmonte,Soja,4438,2134.8,21.9,3259.0,14463.57
2005,Belmonte,Milho,7010,1370.9,21.2,5549.7,38903.14
2005,Belmonte,Milho,856,1110.4,28.9,4866.0,4165.28
2005,Belmonte,Milho,7370,1756.3,22.2,5859.0,43180.6
2005,Belmonte,Milho,5479,1650.8,22.9,6242.6,34203.11
2005,Belmonte,Milho,3451,1742.3,20.5,5587.6,19282.75
2005,Belmonte,Milho,103,2028.7,20.9,5016.3,516.68
2005,Belmonte,Trigo,2787,1876.3,22.0,2766.0,7708.74
2005,Belmonte,Trigo,4926,2225.4,22.6,2417.7,11909.54
2005,Belmonte,Trigo,2426,789.4,19.4,2424.7,5882.39
2005,Belmonte,Trigo,1268,1007.2,23.6,2726.8,3457.54
2005,Belmonte,Trigo,7478,1392.3,24.9,2556.2,19114.93
2005,Belmonte,Trigo,963,1846.0,20.4,2771.8,2669.2
2005,Belmonte,Arroz,4738,2208.4,22.1,6565.5,31107.52
2005,Belmonte,Arroz,6233,2169.2,17.1,5902.1,36787.64
2005,Belmonte,Arroz,1335,2295.7,22.2,5639.8,7529.08
2005,Belmonte,Arroz,7009,1586.6,24.5,6043.1,42356.27
2005,Belmonte,Arroz,7562,1382.3,23.8,6207.6,46942.14
2005,Belmonte,Arroz,4571,1757.4,20.9,5650.4,25827.86
2005,Belmonte,Feijão,3791,2505.3,23.0,1217.3,4614.64
2005,Belmonte,Feijão,5694,1523.2,22.6,1414.9,8056.58
2005,Belmonte,Feijão,2114,1672.6,19.4,1340.4,2833.51
2005,Belmonte,Feijão,3576,1498.3,23.6,1372.4,4907.7
2005,Belmonte,Feijão,3952,1266.6,20.8,1394.1,5509.46
2005,Belmonte,Feijão,7109,2104.5,20.7,1394.5,9913.19
2005,Belmonte,Mandioca,4876,2020.7,20.2,13684.9,66727.47
2005,Belmonte,Mandioca,71,2631.1,20.6,13849.2,983.29
2005,Belmonte,Mandioca,2403,2709.2,19.8,12262.7,29467.38
2005,Belmonte,Mandioca,78,2422.3,26.7,13624.8,1062.74
2005,Belmonte,Mandioca,4715,2105.2,21.9,15009.5,70769.9
2005,Belmonte,Mandioca,1148,1848.5,25.4,14970.9,17186.65
2005,Belmonte,Cana-de-açúcar,5708,969.0,20.3,79968.4,456459.75
2005,Belmonte,Cana-de-açúcar,3283,1381.8,18.2,81261.0,266779.79
2005,Belmonte,Cana-de-açúcar,5440,2932.0,17.0,72657.9,395259.18
2005,Belmonte,Cana-de-açúcar,3726,1583.2,24.1,78122.9,291086.0
2005,Belmonte,Cana-de-açúcar,5855,1633.4,22.1,72031.0,421741.65
2005,Belmonte,Cana-de-açúcar,5705,2221.8,22.6,78064.4,445357.66
2005,Belmonte,Café,7775,2537.2,26.5,1497.6,11643.67
2005,Belmonte,Café,1066,1089.1,23.3,1468.1,1564.99
2005,Belmonte,Café,6694,2178.3,20.0,1588.7,10634.85
2005,Belmonte,Café,4217,949.7,27.9,1339.7,5649.7
2005,Belmonte,Café,4483,2912.5,20.5,1580.3,7084.68
2005,Belmonte,Café,6994,1307.9,24.8,1669.7,11677.55
2005,Belmonte,Algodão,1626,1798.4,18.5,4238.8,6892.26
2005,Belmonte,Algodão,763,2194.8,22.2,3707.4,2828.76
2005,Belmonte,Algodão,5914,1678.9,21.7,3917.7,23169.33
2005,Belmonte,Algodão,2291,1470.7,24.8,3953.7,9058.02
2005,Belmonte,Algodão,155,2429.7,24.8,3759.8,582.77
2005,Belmonte,Algodão,7587,1508.9,25.8,3928.6,29806.44
2005,Belmonte,Girassol,4256,1851.5,24.9,1863.6,7931.46
2005,Belmonte,Girassol,564,2392.8,27.1,1619.6,913.44
2005,Belmonte,Girassol,7229,1506.9,20.5,1837.5,13283.04
2005,Belmonte,Girassol,3688,1990.9,27.0,1752.3,6462.44
2005,Belmonte,Girassol,3854,2078.4,25.4,2167.6,8354.01
2005,Belmonte,Girassol,7107,1756.5,18.1,1995.3,14180.34
2005,Paraíso,Soja,361,1817.1,22.4,3404.6,1229.06
2005,Paraíso,Soja,6286,1339.7,18.0,2970.5,18672.25
2005,Paraíso,Soja,952,2291.0,21.7,3350.3,3189.52
2005,Paraíso,Soja,453,2192.9,26.2,3206.4,1452.49
2005,Paraíso,Soja,3503,1901.0,25.1,3498.2,12254.27
2005,Paraíso,Soja,5681,1593.5,26.5,3414.7,19398.76
2005,Paraíso,Milho,3029,1065.2,20.3,5520.3,16721.04
2005,Paraíso,Milho,5437,1880.7,20.0,4655.2,25310.48
2005,Paraíso,Milho,6214,1518.5,23.2,5551.1,34494.5
2005,Paraíso,Milho,5768,1917.3,17.8,5801.8,33464.84
2005,Paraíso,Milho,51,1945.7,21.1,4888.3,249.3
2005,Paraíso,Milho,5997,1777.3,26.8,4782.2,28678.64
2005,Paraíso,Trigo,2328,2316.9,16.8,2427.2,5650.53
2005,Paraíso,Trigo,2090,1296.1,25.1,2514.5,5255.3
2005,Paraíso,Trigo,4406,2298.5,19.9,2339.6,10308.46
2005,Paraíso,Trigo,3828,1677.4,16.2,2457.4,9406.88
2005,Paraíso,Trigo,5774,2248.3,20.5,2374.6,13710.77
2005,Paraíso,Trigo,5852,1607.3,18.1,2361.6,13820.01
2005,Paraíso,Arroz,3228,2181.2,25.7,6213.6,20057.39
2005,Paraíso,Arroz,1629,1759.7,25.3,5816.9,9475.8
2005,Paraíso,Arroz,1975,1683.4,21.4,5924.5,11700.82
2005,Paraíso,Arroz,6704,1783.2,18.3,6092.4,40843.59
2005,Paraíso,Arroz,2582,1714.5,23.3,5719.6,14767.98
2005,Paraíso,Arroz,4635,1804.2,20.6,5064.6,23474.47
2005,Paraíso,Feijão,5420,2212.3,23.0,1450.4,7860.91
2005,Paraíso,Feijão,3299,500.0,23.3,942.2,3108.2
2005,Paraíso,Feijão,6344,1377.7,23.9,1351.7,8574.97
2005,Paraíso,Feijão,7569,1507.2,24.4,1232.5,9329.11
2005,Paraíso,Feijão,5288,1867.7,23.1,1661.1,8783.71
2005,Paraíso,Feijão,3769,1774.1,23.1,1499.9,5653.28
2005,Paraíso,Mandioca,1036,1888.9,23.3,13026.2,13495.15
2005,Paraíso,Mandioca,6145,2100.8,23.5,14703.6,90353.48
2005,Paraíso,Mandioca,2458,1936.2,19.7,13832.9,34001.21
2005,Paraíso,Mandioca,4833,1947.9,21.0,14101.1,68150.57
2005,Paraíso,Mandioca,3280,2054.0,23.1,12484.0,40947.36
2005,Paraíso,Mandioca,1687,1379.8,24.7,13683.7,23084.33
2005,Paraíso,Cana-de-açúcar,6590,1666.1,26.1,74146.8,488627.58
2005,Paraíso,Cana-de-açúcar,871,1856.5,18.0,80085.1,69754.1
2005,Paraíso,Cana-de-açúcar,7282,1224.9,17.1,70700.4,514840.27
2005,Paraíso,Cana-de-açúcar,5642,2498.7,25.2,84821.2,478561.45
2005,Paraíso,Cana-de-açúcar,6484,2538.9,25.0,71612.6,464335.88
2005,Paraíso,Cana-de-açúcar,1076,2813.6,23.9,74944.1,80639.8
2005,Paraíso,Café,5619,1595.6,21.9,1621.9,9113.32
2005,Paraíso,Café,4449,1110.2,25.1,1783.7,7935.61
2005,Paraíso,Café,2880,2260.1,15.4,1547.8,4457.68
2005,Paraíso,Café,6620,2240.7,21.2,1705.6,11291.27
2005,Paraíso,Café,764,1252.2,20.6,1461.5,1116.59
2005,Paraíso,Café,5503,1757.1,16.9,1600.9,8809.77
2005,Paraíso,Algodão,3685,2035.1,22.6,4508.9,16615.28
2005,Paraíso,Algodão,155,2240.5,26.5,3916.4,607.04
2005,Paraíso,Algodão,4066,1323.6,22.2,3953.3,16074.14
2005,Paraíso,Algodão,6352,1977.7,20.2,3969.2,25212.27
2005,Paraíso,Algodão,494,2428.8,21.8,3695.9,1825.8
2005,Paraíso,Algodão,5531,1828.7,22.7,4507.0,24927.98
2005,Paraíso,Girassol,1293,1484.1,20.0,1683.1,2176.26
2005,Paraíso,Girassol,1710,2587.3,22.5,1816.5,3106.19
2005,Paraíso,Girassol,1122,2136.2,19.9,1938.7,2175.23
2005,Paraíso,Girassol,7277,1547.8,25.1,1897.3,13806.63
2005,Paraíso,Girassol,5060,1424.1,28.4,1538.3,7783.65
2005,Paraíso,Girassol,532,1939.4,21.8,2087.9,1110.77
2005,Barra Bonita,Soja,6854,2351.1,26.9,2687.5,18419.86
2005,Barra Bonita,Soja,2687,1920.5,20.4,3244.8,8718.83
2005,Barra Bonita,Soja,5066,1438.3,26.9,3369.7,17070.72
2005,Barra Bonita,Soja,7970,1550.9,23.2,3435.2,27378.39
2005,Barra Bonita,Soja,1175,1069.6,23.7,2840.3,3337.35
2005,Barra Bonita,Soja,2522,1479.9,18.9,3524.5,8888.67
2005,Barra Bonita,Milho,7021,1905.2,17.3,5419.5,38050.45
2005,Barra Bonita,Milho,3111,2175.1,21.3,4872.8,15159.26
2005,Barra Bonita,Milho,391,2112.7,27.8,5131.5,2006.4
2005,Barra Bonita,Milho,7481,2577.1,19.5,5272.4,39442.71
2005,Barra Bonita,Milho,6646,2042.4,19.2,5398.6,35879.15
2005,Barra Bonita,Milho,2543,1163.8,25.7,5110.8,12996.68
2005,Barra Bonita,Trigo,3133,2391.3,18.4,2435.0,7628.7
2005,Barra Bonita,Trigo,7321,1166.8,19.7,2695.2,19731.6
